META_ID,PRS_ID,PRS_NM,PRS_ROLE_NM,FILMOGRAPHY
MM1000315961,,,,
MM1000316080,,,,
MM1000316089,MP0000001482,니콜 키드먼,주연,디스트로이어|업사이드|아쿠아맨|킬링 디어|매혹당한 사람들|지니어스|라이언
MM1000316089,MP0000086359,세바스찬 스탠,조연,"라스트 풀 메저|디스트로이어|우리는 언제나 성에 살았다|어벤져스: 엔드게임|어벤져스: 인피니티 워|로건 럭키|아이, 토냐"
MM1000316089,MP0000095323,토비 켑벨,조연,디스트로이어|몬스터파크|허리케인 하이스트|몬스터 콜|콩: 스컬 아일랜드
MM1000316089,,,,
MM1000316092,MP0000001308,키아누 리브스,주연,레플리카|존 윅 3: 파라벨룸|토이 스토리 4|데스티네이션 웨딩|존 윅: 리로드
MM1000316092,MP0000089838,앨리스 이브,주연,"레플리카|스탠바이, 웬디"
MM1000316092,MP0000153329,토머스 미들디치,주연,좀비랜드: 더블 탭|레플리카|고질라: 킹 오브 몬스터|원스 어폰 어 타임 인 베니스
MM1000316092,,,,
MM1000316522,MP0000001645,스티브 카렐,주연,뷰티풀 보이|바이스|빌리 진 킹: 세기의 대결
MM1000316522,MP0000003611,마우라 티어니,조연,뷰티풀 보이
MM1000316522,MP0000163077,티모시 샬라메,주연,레이니 데이 인 뉴욕|작은 아씨들|뷰티풀 보이|미스 스티븐스|핫 썸머 나이츠|몬태나|레이디 버드|콜 미 바이 유어 네임
MM1000316522,,,,
MM1000316885,MP0000046383,시영준,우리말목소리,"극장판 헬로카봇 : 달나라를 구해줘!|안녕, 티라노: 영원히, 함께|별의 정원|신데렐라:마법 반지의 비밀|극장판 헬로카봇: 옴파로스 섬의 비밀"
MM1000316885,MP0000158981,정혜원,우리말목소리,"안녕, 티라노: 영원히, 함께|극장판 샤이닝스타:새로운 루나퀸의 탄생!|극장판 공룡메카드: 타이니소어의 섬|극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~|파워배틀 와치카: 와치가면의 역습"
MM1000316885,MP1000011123,이세은,우리말목소리,"안녕, 티라노: 영원히, 함께"
MM1000316885,,,,
MM1000316887,MP0000164767,김한나,우리말목소리,체크 히어로|몬스터 하우스|빅샤크: 매직체인지
MM1000316887,MP1000001607,허성재,우리말목소리,오즈의 마법사: 요술구두와 말하는 책|드래곤 빌리지|몬스터 하우스|리노|인피니티포스 : 독수리오형제 최후의 심판
MM1000316887,MP1000007652,김소희,우리말목소리,몬스터 하우스|빅샤크2 : 해저2만리
MM1000316887,,,,
MM1000316888,MP1000011085,그레고르 뮐러,주연,헬로우 평양
MM1000316888,MP1000011086,앤 르왈드,주연,헬로우 평양
MM1000316888,,,,
MM1000316917,MP0000112544,문영동,주연,사랑의 선물|살아남은 아이
MM1000316917,MP1000011125,김소민,주연,사랑의 선물
MM1000316917,MP1000011126,김려원,주연,사랑의 선물
MM1000316917,,,,
MM1000316939,MP0000160899,이창민,우리말목소리,마법안개의 비밀: 황금 보물선을 찾아라|빅트립: 아기팬더 배달 대모험|체크 히어로|슈퍼 햄찌|극장판 오소마츠 6쌍둥이|빅샤크2 : 해저2만리|몬스터 랜드|똑딱똑딱 마법의 시계나라|고릴라와 슈퍼레이스|극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드|극장판 도라에몽: 진구의 보물섬
MM1000316939,MP1000000139,박성영,우리말목소리,아스테릭스: 마법 물약의 비밀|마법안개의 비밀: 황금 보물선을 찾아라|빅트립: 아기팬더 배달 대모험|슈퍼 햄찌|몬스터 랜드|똑딱똑딱 마법의 시계나라|고릴라와 슈퍼레이스|극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드|극장판 가면라이더 이그제이드 트루엔딩|극장판 도라에몽: 진구의 보물섬
MM1000316939,MP1000000737,이다은,우리말목소리,슈퍼스타 뚜루|마법안개의 비밀: 황금 보물선을 찾아라|빅 2: 황금열쇠 대소동|체크 히어로|슈퍼 햄찌|몬스터 랜드|똑딱똑딱 마법의 시계나라|고릴라와 슈퍼레이스|극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드|극장판 도라에몽: 진구의 보물섬
MM1000316939,MP1000011136,에이로 리탈라,외국어목소리,슈퍼 햄찌
MM1000316939,MP1000011137,에시 헬렌,외국어목소리,슈퍼 햄찌
MM1000316939,,,,
MM1000316968,MP0000002121,류승범,주연,타짜: 원 아이드 잭
MM1000316968,MP0000115094,최유화,주연,타짜: 원 아이드 잭|봉오동 전투|완벽한 타인|레슬러
MM1000316968,MP0000137226,박정민,주연,시동|타짜: 원 아이드 잭|사바하|변산|염력|임금님의 사건수첩|아티스트: 다시 태어나다|더 킹
MM1000316968,,,,
MM1000317051,MP0000000917,비욘세,외국어목소리,라이온 킹
MM1000317051,MP0000003722,제임스 얼 존스,외국어목소리,라이온 킹
MM1000317051,MP0000138385,도날드 글로버,외국어목소리,라이온 킹|한 솔로: 스타워즈 스토리|스파이더맨: 홈커밍
MM1000317051,,,,
MM1000317129,MP0000001529,톰 행크스,외국어목소리,캘리포니아 타이프라이터|토이 스토리 4|홀로그램 포 더 킹|더 포스트|더 서클
MM1000317129,MP0000001596,팀 알렌,외국어목소리,토이 스토리 4
MM1000317129,MP0000014669,애니 파츠,외국어목소리,토이 스토리 4
MM1000317129,,,,
MM1000317495,MP0000003903,마크 해밀,외국어목소리,스타워즈: 라이즈 오브 스카이워커|사탄의 인형|스타워즈: 라스트 제다이
MM1000317495,MP0000142268,오브리 플라자,주연,사탄의 인형|원 나잇 리멤버|언프리티 소셜 스타
MM1000317495,MP0000154451,가브리엘 베이트먼,주연,사탄의 인형
MM1000317495,MP1000004631,브라이언 타이리 헨리,조연,사탄의 인형|스파이더맨: 뉴 유니버스
MM1000317495,,,,
MM1000317637,MP0000076646,김일우,우리말목소리,마왕의 딸 이리샤
MM1000317637,MP0000136847,천우희,우리말목소리,감쪽같은 그녀|버티고|마왕의 딸 이리샤|메기|우상|흥부|어느날
MM1000317637,MP0000148639,심희섭,우리말목소리,속물들|마왕의 딸 이리샤|사자|메이트|명당
MM1000317637,,,,
MM1000317649,MP0000160599,김명준,우리말목소리,소피와 드래곤: 마법책의 비밀|명탐정 코난: 감청의 권|꼬마영웅 바비|마야2|리틀 프린세스 소피아: 신비한 섬|트롤 1
MM1000317649,MP0000162716,정유정,우리말목소리,소피와 드래곤: 마법책의 비밀|포켓몬스터 모두의 이야기
MM1000317649,MP1000000739,현경수,우리말목소리,소피와 드래곤: 마법책의 비밀
MM1000317649,,,,
MM1000317870,MP0000000838,이천희,주연,애월|도어락
MM1000317870,MP0000001343,김혜나,주연,애월|악녀
MM1000317870,MP0000113118,송용진,조연,애월
MM1000317870,,,,
MM1000318562,MP0000003124,로잔나 아퀘트,주연,와인스타인|킬 유어 프렌즈
MM1000318562,MP0000026294,하비 웨인스타인,주연,와인스타인
MM1000318562,MP0000092529,파즈 드 라 휴에타,주연,와인스타인
MM1000318562,,,,
MM1000318568,MP0000012025,티모시 스폴,주연,와일드 시티|체인지 오버|더 파티|해피 댄싱|나는 부정한다
MM1000318568,MP0000161222,니콜라스 갈리친,주연,체인지 오버|하이 스트렁
MM1000318568,MP1000011072,에라나 제임스,주연,체인지 오버
MM1000318568,,,,
MM1000318576,MP0000016440,아리 레만,주연,테러 라이브: 싸이코패스
MM1000318576,MP0000152099,펠리사 로즈,주연,테러 라이브: 싸이코패스|닥터 킬러 패밀리|엑소시스트: 사탄의 부활
MM1000318576,,,,
MM1000318591,MP0000000630,김상중,주연,나쁜 녀석들: 더 무비
MM1000318591,MP0000000765,김아중,주연,나쁜 녀석들: 더 무비|더 킹
MM1000318591,MP0000092152,마동석,주연,백두산|시동|나쁜 녀석들: 더 무비|롱 리브 더 킹: 목포 영웅|악인전|성난황소|동네사람들|원더풀 고스트|신과 함께: 인과 연|챔피언|부라더|범죄도시|특별시민
MM1000318591,,,,
MM1000318651,MP0000013938,이지연,주연,여수 밤바다
MM1000318651,MP0000150029,이호연,주연,여수 밤바다
MM1000318651,MP1000003877,정형석,주연,첫잔처럼|여수 밤바다|창간호
MM1000318651,,,,
MM1000318656,MP1000002399,김시아,주연,클로젯|백두산|우리집|미쓰백
MM1000318656,MP1000005442,주예림,주연,우리집
MM1000318656,MP1000011259,김나연,주연,우리집
MM1000318656,,,,
MM1000318753,MP0000000415,박원상,조연,나쁜 녀석들: 더 무비|오만|크게 될 놈|리틀 포레스트|일반용UI 예고편 [리틀 포레스트]|환절기|대립군|프리즌
MM1000318753,MP0000110466,지일주,주연,너의 여자친구|첫잔처럼|가장 보통의 연애|오만|창간호
MM1000318753,MP1000011310,이선주,주연,오만
MM1000318753,,,,
MM1000318800,MP0000000632,김상호,주연,용길이네 곱창집|양자물리학|협상|목격자|보통사람|조작된 도시
MM1000318800,MP0000141634,서예지,주연,양자물리학|암전|부라더
MM1000318800,MP0000142461,박해수,주연,양자물리학
MM1000318800,,,,
MM1000319227,MP0000012952,김정영,주연,호텔 레이크|82년생 김지영|아워 바디|오목소녀|메리 크리스마스 미스터 모|분장|살인자의 기억법|살인자의 기억법: 새로운 기억
MM1000319227,MP0000151768,안지혜,주연,아워 바디
MM1000319227,MP0000152199,최희서,주연,아워 바디|박열
MM1000319227,,,,
MM1000319282,MP0000134762,올가 쿠릴렌코,주연,더 룸|퍼펙트 타겟|돈키호테를 죽인 사나이|스탈린이 죽었다!|인 더 더스트|마라|시크릿 레터|어 퍼펙트 데이
MM1000319282,MP1000000773,케빈 얀센스,주연,더 룸
MM1000319282,MP1000011256,조슈아 윌슨,조연,더 룸
MM1000319282,,,,
MM1000319387,MP0000003908,이영진,주연,찬실이는 복도 많지|계절과 계절 사이|배심원들|창간호|더 펜션
MM1000319387,MP0000008122,김영민,조연,프랑스여자|찬실이는 복도 많지|계절과 계절 사이|크게 될 놈|대립군
MM1000319387,MP1000007396,윤혜리,주연,"오늘, 우리|계절과 계절 사이|한낮의 피크닉|우리 지금 만나"
MM1000319387,,,,
MM1000319481,MP0000136092,조예신,우리말목소리,쿵푸 보이|엘리엇과 산타 썰매단|박물관이 진짜 살아있다|픽시
MM1000319481,MP0000143459,최원형,우리말목소리,쿵푸 보이|피터팬: 후크 선장과 결투의 날|숲속왕국의 꿀벌 여왕|엘리엇과 산타 썰매단|박물관이 진짜 살아있다|극장판 가면라이더 이그제이드 트루엔딩|픽시|유니콘 원정대: 비밀의 다이어리|정글번치: 최강 악당의 등장|악셀
MM1000319481,MP0000161485,문선희,우리말목소리,쿵푸 보이
MM1000319481,,,,
MM1000319509,,,,
MM1000319644,MP0000002304,안톤 옐친,주연,리메모리-기억추출|라이크 크레이지|포르토
MM1000319644,MP0000003287,줄리아 오몬드,주연,리메모리-기억추출|체 게바라: 1부 아르헨티나
MM1000319644,MP0000029648,피터 딘클리지,주연,리메모리-기억추출|앵그리 버드 2: 독수리 왕국의 침공|어벤져스: 인피니티 워|쓰리 빌보드
MM1000319644,,,,
MM1000319674,,,,
MM1000319827,MP0000001547,대니 트레조,주연,빅 킬|카르텔 2045|좀비 VS 헌터
MM1000319827,,,,
MM1000319833,MP0000007261,딜란 베이커,주연,스페셜 솔져
MM1000319833,MP0000007671,스펜서 트리트 클락,주연,스페셜 솔져|글래스|헛소동
MM1000319833,,,,
MM1000320025,MP0000148609,릴리 제임스,주연,예스터데이|맘마미아! 2|맘마미아! 2|다키스트 아워|베이비 드라이버
MM1000320025,MP0000154114,케이트 맥키넌,조연,예스터데이|나를 차버린 스파이|마스터마인드|페르디난드
MM1000320025,MP1000011503,히메쉬 파텔,주연,예스터데이
MM1000320025,,,,
MM1000320186,MP0000091497,니나 도브레브,주연,디어 마이 프렌드|트리플 엑스 리턴즈
MM1000320186,MP0000104264,에이사 버터필드,주연,n번째 이별 중|디어 마이 프렌드|하우스 오브 투모로우|저니스 엔드|스페이스 비트윈 어스
MM1000320186,MP0000151940,메이지 윌리암스,주연,디어 마이 프렌드|메리 셸리: 프랑켄슈타인의 탄생
MM1000320186,,,,
MM1000320225,MP0000155818,캐서린 워터스턴,조연,미드 90|커런트 워|신비한 동물들과 그린델왈드의 범죄|로건 럭키|에이리언: 커버넌트
MM1000320225,MP0000156675,루카스 헤지스,주연,미드 90|벤 이즈 백|레이디 버드|쓰리 빌보드|맨체스터 바이 더 씨
MM1000320225,MP1000005378,서니 설직,주연,미드 90|킬링 디어
MM1000320225,,,,
MM1000320434,MP0000157285,알렉산더 페트로브,주연,고골: 악령과의 전쟁|안나|아이스|어트랙션
MM1000320434,MP1000011560,예브게니 스티치킨,주연,고골: 악령과의 전쟁
MM1000320434,,,,
MM1000320708,MP0000002407,휴 잭맨,외국어목소리,잃어버린 세계를 찾아서|위대한 쇼맨|위대한 쇼맨|로건
MM1000320708,MP0000009725,조 샐다나,외국어목소리,우먼 인 할리우드|잃어버린 세계를 찾아서|어벤져스: 엔드게임|아이 킬 자이언츠|어벤져스: 인피니티 워|가디언즈 오브 갤럭시 Vol. 2
MM1000320708,MP0000063657,자흐 갈리피아나키스,외국어목소리,잃어버린 세계를 찾아서|마스터마인드|튤립피버|레고 배트맨 무비
MM1000320708,,,,
MM1000320775,MP1000011633,김지희,주연,나의 노래는 멀리멀리
MM1000320775,,,,
MM1000320822,MP0000011378,케이트 버논,주연,콘택트: 지구 최후의 날
MM1000320822,MP1000011638,에릭 피터슨,주연,콘택트: 지구 최후의 날
MM1000320822,MP1000011642,마샬 윌리엄스,주연,콘택트: 지구 최후의 날
MM1000320822,,,,
MM1000320978,,,,
MM1000320979,MP0000000538,김명민,주연,장사리: 잊혀진 영웅들|조선명탐정: 흡혈괴마의 비밀|브이아이피|하루
MM1000320979,MP0000133237,민호(샤이니),주연,장사리: 잊혀진 영웅들|인랑|궁합
MM1000320979,MP0000160526,김성철,주연,82년생 김지영|장사리: 잊혀진 영웅들
MM1000320979,,,,
MM1000321019,MP0000070214,수잔 루터,주연,웰컴 투 스웨덴
MM1000321019,MP1000011698,피터 달,주연,웰컴 투 스웨덴
MM1000321019,,,,
MM1000321327,MP0000003211,주디 덴치,주연,캣츠|캣츠|여배우들의 티타임|튤립피버|오리엔트 특급 살인|오리엔트 특급 살인
MM1000321327,MP0000010513,매기 스미스,주연,여배우들의 티타임
MM1000321327,MP0000024891,에일린 앗킨스,주연,여배우들의 티타임
MM1000321327,,,,
MM1000321379,MP0000002172,문성근,우리말목소리,블랙 머니|북간도의 십자가|버닝|1987|기억의 밤|석조저택 살인사건|밤의 해변에서 혼자
MM1000321379,MP0000126947,문동환,주연,북간도의 십자가
MM1000321379,MP0000157616,심용환,주연,북간도의 십자가
MM1000321379,,,,
MM1000321925,MP0000143752,소피 넬리스,주연,47미터 2|험악한 꿈
MM1000321925,MP1000009736,시스틴 로즈 스탤론,주연,47미터 2
MM1000321925,MP1000009737,브리안느 쥬,주연,47미터 2
MM1000321925,,,,
MM1000322073,MP0000000986,임원희,주연,천문: 하늘에 묻는다|재혼의 기술|각자의 미식|늦여름|신과 함께: 인과 연|머니백|신과 함께: 죄와 벌
MM1000322073,MP0000145584,김강현,주연,재혼의 기술|극한직업|레슬러|게스트하우스|부라더|청년경찰
MM1000322073,MP1000011905,박해빛나,주연,재혼의 기술
MM1000322073,,,,
MM1000322083,MP0000001252,선우선,주연,오늘도 위위
MM1000322083,MP0000001969,심형탁,우리말목소리,오늘도 위위
MM1000322083,MP0000151183,이새별,조연,오늘도 위위|아웃도어 비긴즈
MM1000322083,MP1000005266,이슬,우리말목소리,오늘도 위위|래미의 초특급 시간여행|빅샤크: 매직체인지
MM1000322083,MP1000006247,김사라,우리말목소리,오늘도 위위|빅샤크: 매직체인지
MM1000322083,MP1000011909,남지우,조연,오늘도 위위
MM1000322083,,,,
MM1000322115,,,,
MM1000322137,MP1000011918,황인철,주연,동명이인 프로젝트 시즌2
MM1000322137,MP1000011919,홍지우,주연,동명이인 프로젝트 시즌2
MM1000322137,MP1000011920,윤세현,주연,동명이인 프로젝트 시즌2
