META_ID,META_TITLE,SUB_TITLE,ENGL_TITLE,SNSS_CTS,CINE21_CTSC_NM,CINE21_COMT_CTSC
MM1000336679,속물들,,The Snob,"속을 알 수 없는 그들
서로를 속이고, 밟고, 까발리며 얻고자 하는 욕망의 민낯!
애인 김형중(심희섭)과 동거중인 미술작가 선우정(유다인)은 동료 작가의 작품을 베끼다시피 모사한 작품에 떡하니 <표절1, 2, 3, 4...>란 제목을 붙여놓고 '차용미술’이란 말로 포장해 팔아먹고 산다.
원작자들로부터 소송이 끊이지 않는 그녀에게 큐레이터 서진호(송재림)는 촉망받는 작가들만 참여한다는 유민 미술관 특별전을 제안하며 잠자리까지 갖는다.
이런 우정 앞에 고등학교 동창 탁소영(옥자연)이 나타난다. 
소영은 우정의 양다리 비밀을 빌미로 우정의 애인을 꼬셔주겠다는 제안을 하고, 세 사람의 이상한 동거가 시작된다. 
한편, 형중은 이 사실을 덮어둔 채 유민 미술관 팀장으로 들어가 선우정, 서진호를 압박한다. 
원하는 속내를 감춘 네 사람, 그리고 총감독 유지현(유재명)까지 유민 미술관에 모여들며 날카로운 신경전을 펼치게 되는데...",송경원|이용철|허남웅,"‘적자’ 생존의 시대, ‘흑자’ 보려는 속물들의 자기기만의 투쟁|뻔뻔함을 무기로 부조리를 헤집는 블랙코미디. 어렵거나 무겁지 않아서 더 섬찟한|이런 인간들 주변에 두느니 혀 깨문다, 3분에 한번씩 30번 웃었다"
MM1000336684,매리,,Mary,"‘매리 호’에 승선한 한 가족, 그리고 이 배에 얽힌 미스터리한 저주!
관광객을 대상으로 레저 투어업을 하는 ‘데이비드’(게리 올드만)는 무언가에 홀린 듯 딸과 같은 이름을 가진 ‘매리'라는 배 한 척을 사게 된다.
어딘가 미심쩍어 하는 아내 ‘사라’(에밀리 모티머)와 달리 설레는 마음을 안은 채 두 딸과 선원들을 태워 테스트 항해에 나서는데…
승선한 이들은 점점 기묘한 말과 행동을 하기 시작하고, 매리 호에 얽힌 숨겨진 진실들이 점차 드러나면서 이 가족의 목숨을 위협하는 정체와 맞닥뜨리게 된다.
“이 배에 다른 존재가 있는 것 같아!”",박평식,딸꾹질 서너번
MM1000337007,라 파미에,,Lola and Her Brothers,"개성강한 삼 남매!
막내 여동생에게 인생 최대 시련이 찾아오는데…! 	
결혼만 세번째! 사랑 앞에 답정너 로맨티스트 첫째 브누아, 나의 실직은 절대 비밀! 자존심만은 하늘만큼 높은 둘째 피에르, 오빠들의 철없음을 받아주느라 누구보다 철든 막내 롤라.
롤라가 평생을 함께 하고 싶은 사랑을 만난 기쁨도 잠시, 그녀 인생 최고의 시련이 찾아 오는데...",이용철,가끔 짜증날지라도 가족은 수가 많을수록 좋다
MM1000337111,윤희에게,,Moonlit Winter,"다시 날 가슴 뛰게 만든 그 말
""윤희에게, 잘 지내니?""
평범한 일상을 살아가던 '윤희' 앞으로 도착한 한 통의 편지.
편지를 몰래 읽어본 딸 '새봄'은 편지의 내용을 숨긴 채 발신인이 살고 있는 곳으로 여행을 제안하고, '윤희'는 비밀스러웠던 첫사랑의 기억으로 가슴이 뛴다.
'새봄'과 함께 여행을 떠난 ‘윤희’는 끝없이 눈이 내리는 그곳에서 첫사랑을 만날지도 모른다는 기대를 품는데…",김소미|박평식|이용철|허남웅,"<러브 레터>의 유산|‘상실의 시대’를 애도하며, 여전히 ‘사랑을 믿다’|사무칠수록 담담하게|새봄, 새롭게 찾아올 봄을 향한 편지"
MM1000337158,집 이야기,,I Am Home,"“당신은 지금 몇 번째 집에 살고 있나요?”
혼자 서울살이를 하고 있는 신문사 편집기자 은서는 살던 집의 계약이 끝나가고 정착할 마음에 드는 집을 찾지 못하자 아버지가 살고 있는 고향 집에 잠시 머물기로 한다. 
인천에서 24시간 출장 열쇠를 전문으로 하는 아버지 진철은 가족들이 떠나버린 집에서 혼자 살고 있다. 
함께였던 '우리 집'을 떠나 각자의 '집'이 생겨버린 은서의 가족.
예상치 못하게 아버지와 단 둘이 지내게 된 은서는 고향 집에서 지내는 동안 잊고 있었던 가족의 흔적들을 마주하게 되고, 평생 남의 집 닫힌 문만 열던 진철은 은서를 통해 자신의 가족들에게 조금씩 닫혔던 마음의 문을 열기 시작한다.",김소미|이용철|이화정|허남웅,사람은 집에 살고 집은 사람의 시간에 산다|아날로그적인 마음이 들어설 자리|차곡차곡 쌓은 집의 디테일이 어느새 온기와 눈물로|평생 지키지 못한 약속 하나
MM1000337163,디아스포라의 노래: 아리랑로드,,,"희로애락 모두가 담긴 아리랑 로드를 떠나다
하루 아침에 삶의 터전과 고국을 잃어버린 우리 민족, 그들에게 위로와 희망, 자긍심을 전해준 것은 바로 우리 민족의 노래 ‘아리랑’
고개 너머 떠난 이들이 부른 노래를 통해 그들이 겪어야 했던 아픔과 고통을 마주하게 된다.
머나 먼 땅 우리 민족에게 전해진 아리랑의 모습은 과연 어떤 모습일까?",박정원|박평식,깊은 맛이 달아난 재탕|선율로 느끼고 마음으로 쓰다듬는
MM1000337192,라스트 씬,,Last Scene,"“좌석 하나하나에 우리들의 기억이 담겨 있어요”
부산의 어느 좁은 골목 끝에는 작은 극장이 오랫동안 자리하고 있다.
극장의 빛을 기록하고 영화를 상영해온 이들의 하루는 어제와 같이 오늘도 조용히 흘러간다.
10년간 지켜온 극장의 마지막 날을 앞둔 이들의 얼굴엔 피로가 내려앉았다.
소중한 공간과의 이별을 앞두고 영화는 이 곳과 사정이 다르지 않은 극장으로 짧은 여행을 떠난다.",이용철,사라지는 공간에 바치는 애가
MM1000337203,아내를 죽였다,,Killed My Wife,"친구와 술을 마신 후 곯아떨어진 ‘정호’는 숙취로 눈을 뜬 다음 날 아침, 별거 중이던 아내 ‘미영’이 살해당했다는 충격적인 소식을 듣게 된다.
그 순간, 자신의 옷에 묻은 핏자국과 피 묻은 칼을 발견한 ‘정호’.
가장 강력한 용의자로 지목된 그는 경찰의 눈을 피해 도망친다.
알리바이를 입증하고 싶지만 간밤의 기억은 모두 사라진 상태. 
스스로를 믿을 수 없는 최악의 상황에서 ‘정호’는 어젯밤의 행적을 따라가기 시작하는데… 
끊어진 기억과 기억 사이, 사라진 모든 것을 의심하라.",,
MM1000337386,감쪽같은 그녀,,A Little Princess,"72살 나 홀로 라이프를 즐기는 ‘말순’ 할매의 인생에 듣도 보도 못한 손녀(?)가 나타났다!
특기는 자수, 용돈 벌이는 그림 맞추기(?) 동네를 주름 잡으며 나 혼자 잘 살고 있던 ‘말순’ 할매 앞에 다짜고짜 자신을 손녀라고 소개하는 열두 살 ‘공주’가 갓난 동생 ‘진주’까지 업고 찾아온다.
외모, 성격, 취향까지 모든 것이 극과 극인 ‘말순’과 ‘공주’는 티격태격 하루도 조용할 날 없이 지내지만, 필요한 순간엔 든든한 내 편이 되어주며 서로에게 특별한 존재가 되어간다. 
하지만 ‘말순’은 시간이 갈수록 ‘공주’와의 동거생활이 아득하고 깜깜하게만 느껴지는데…",김성훈|박평식|허남웅,그런데도 감쪽같이 흐르는 눈물의 경우|신파는 임플란트 어금니처럼|평소 눈물이 없어도 손수건 지참할 것
MM1000337435,10년,,Ten Years Japan,"다섯 가지 상상 그리고 단 하나의 현실
우리의 10년 후를 상상해보셨습니까?
안락사, 인공지능과 완전히 통제된 교육, 디지털 유산과 알 권리, 환경오염, 전쟁을 비롯해 이미 우리의 이야기일 수도, 혹은 우리의 이야기가 될 수도 있는 세상
고레에다 히로카즈 감독 & 신예 5인 감독이 함께 만든 냉철하지만 그 안에 따뜻함이 숨어있는 다섯 개의 시선에 관한 이야기",,
MM1000337452,행동하는 양심 김대중,,President,"행동하지 않는 양심은 악의 편이다
5번의 죽을 고비, 55차례의 가택연금, 6년의 감옥생활, 777일의 국외 망명.
시대의 불의를 견디며 이 땅의 민주주의와 한반도 평화를 위해 일생을 바친 행동하는 양심 김대중.
하의도의 섬 소년에서 대한민국 15대 대통령을 거쳐 노벨평화상 수상까지, 모두 다 안다고 생각하지만 사실은 모두 잘 모르는 인간 김대중의 찬란했던 시작과 끝을 만난다.",김성훈|박평식,"삭발과 단식, 생떼 전문가들에게|의도는 좋다만 너무 모범적인"
MM1000337879,라스트 크리스마스,,Last Christmas,"이번 크리스마스에는 행복할 수 있을까요?

친구도 없고, 연애도 못하고, 엄마에게 얹혀 살고 있는 인생 뭐 하나 마음대로 되는게 없는 케이트.
가수를 꿈꾸지만 매번 오디션에서 떨어지고, 마지못해 별볼일 없는 크리스마스 장식용품 가게에서 일하고 있다.
매일 반복되는 일상이 지나고 크리스마스가 다가오던 어느 날, 노숙자 센터에서 자원 봉사를 하는 톰을 우연히 만나게 된다. 
핸드폰도 없고 자신에게 데이트 신청도 안하지만 언제 어디서든 나타나는, 다른 남자들과 다른 톰의 매력에 점점 끌리게 되는데…

당신을 위한 단 하나의 특별한 크리스마스 영화!",김성훈|박평식,싱거워도 나누고 싶은 한철 메뉴|알면서 보는 감동
MM1000337943,샐린저,,SALINGER,"세기의 걸작 ""호밀밭의 파수꾼""의 작가 J.D. 샐린저의 숨겨진 모습을 담은 다큐멘터리.

누적 판매 7000만부!
매년 50만 부 이상 팔리는 책!
16년 간 매주 한 주도 빠짐없이 829주 동안 팔린 책!
(2018년까지의 기준) 한국 출간 이후 100쇄를 넘긴 책!
존 레논과 케네디 대통령 암살범이 영감을 받은 FBI가 주목하는 책!
세기의 걸작 '호밀밭의 파수꾼'의 성공 이후 작가 J.D. 샐린저는 1965년부터 미국 코니시 산 속 작은 마을에서 은둔 생활을 시작한다.
수많은 기자들과 팬들이 그를 만나길 원했지만 모든 시도는 실패로 돌아가고 그로부터 50여년이 지난 지금, 세상이 알지 못했던 샐린저의 숨겨진 모습들과 그가 사후에 남긴 새로운 작품에 대한 비밀이 공개된다!",송경원|허남웅,‘파수꾼’ 신화의 뼈대에 구체적인 인간의 살을 붙이다|전설의 외투를 벗고 인간의 얼굴로 돌아온 샐린저
MM1000337985,디에고,,Diego Maradona,"빈민가에서 태어난 축구 천재
씬시티 나폴리가 숭배한 영웅
영웅이자 배신자, 신이자 악마였던 디에고 마라도나
모두가 오르길 바라지만 끝은 늘 고통뿐인 성공과 스타덤에 관한 이야기가 펼쳐진다.",김성훈|박평식|이용철|허남웅,"‘진중한 기록자’다운 인물탐구|높은 곳에 올랐다 낮은 곳으로 추락한 디에고 ‘이카루스’ 마라도나|안티 히어로(마라도나)의 흥망성쇠|어지간한 허구의 인물은 따라가지도 못할 캐릭터, 몰락마저 황홀하다"
MM1000338484,플레이모빌: 더 무비,,PLAYMOBIL: THE MOVIE,"1도 상상불가! 
꿀조합 녀석들의 토이 어드벤처!

진짜 장난감 세계에 빠지게 된 남매에게 이상한 나라의 엘리스보다 더 다양하고 판타지한 토이 어드벤처가 기다리고 있다!
로봇, 시크릿 에이전트, 바이킹, 요정, 공룡 그리고 또…?",이용철,"솔직히, 웃었다"
MM1000338593,말레피센트 2,,Maleficent: Mistress of Evil,"동화는 끝났다!
두 세계의 운명을 건 가장 사악한 전쟁이 시작된다!

강력한 어둠의 지배자이자 무어스 숲의 수호자 말레피센트는 딸처럼 돌봐온 오로라와 필립 왕자의 결혼 약속으로 인간 세계의 잉그리스 왕비와 대립하게 된다. 
이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데...",박정원|박평식,팀 버튼의 초기작 흉내|화려한 비주얼텔링에 뭉클한 모정 한 스푼
MM1000339155,우리를 갈라놓는 것들,,Things That Do Us Part,"위대하고 찬란했던 여성들의 대서사시	
""잊어서도 잊혀져서도 안될 진실!
한 국가의 대통령이 사이비 교주에게 혼을 빼앗겼다면 무슨 일이 벌어질까? 
생각만으로도 끔찍한 일이 21세기 현대 민주국가 대한민국에서 벌어졌다. 
정치와 꿈, 주술과 합리의 대결을 무려 7년 동안 좇은 현장 추적 다큐멘터리",송경원|허남웅,"갈라지고 분열된 것이 예술 안에서 화해하고 하나된다|누락된 역사, 유령이 된 목소리에 육체를 부여한다."
MM1000339232,대통령의 7시간,,President's 7 Hours,"잊어서도 잊혀져서도 안될 진실!
한 국가의 대통령이 사이비 교주에게 혼을 빼앗겼다면 무슨 일이 벌어질까? 
생각만으로도 끔찍한 일이 21세기 현대 민주국가 대한민국에서 벌어졌다. 
정치와 꿈, 주술과 합리의 대결을 무려 7년 동안 좇은 현장 추적 다큐멘터리.",,
MM1000339867,프린스 코기,,The Queen's Corgi,"영국 여왕님의 사랑둥이 코기 왕자가 바람처럼 사라졌다!
복슬복슬 빵실궁디, 포동포동 숏다리, 말랑말랑 발바닥!
무한 매력으로 영국 여왕님 하트 빼앗은 세젤귀 코기 왕자 ‘렉스’가
모두가 잠든 사이에 흔적도 없이 사라졌다?!

수다댕부터 똑똑댕, 덩치댕, 군인댕, 반전댕까지
감쪽같이 사라진 코기 왕자 찾기 위해 출동한 런던 최강의 댕벤져스!
궁으로 돌아가기 위한 좌충우돌 대모험이 펼쳐진다!
 
단서는 하트궁디! 코기 왕자를 찾아라!",이용철,"이건 컬트야, 특히 더빙판 쓰러짐"
MM1000339931,수퍼 디스코,,Super Disco,"붕가붕가레코드는 “빡센 취미 활동”과 “지속가능한 딴따라질”을 모토로 스타 ‘장기하와 얼굴들’을 배출해내며 홍대 앞 인디씬에 혜성처럼 나타났다.
하지만 장기하는 떠나고, 괴상한 복장의 ‘술탄 오브 더 디스코’가 붕가붕가레코드의 새로운 간판 스타가 된다.
‘술탄 오브 더 디스코’의 매니저였던 감독은 밴드가 2014년 영국의 글래스턴베리 페스티벌에 공식 초청된 것을 계기로 이들에 대한 다큐멘터리를 만들기로 결심한다.
감독은 이들이 2집 앨범을 완성하는 과정을 찍어 나가며 흥겨운 음악이 만들어지는 동안에 벌어질 신나는 에피소드들을 기록할 수 있을 것으로 기대했다.
하지만 기대는 언제나 어긋난다.",이용철|이주현,인물은 흥미로우나 근래 음악 다큐의 반복 패턴은 생각해볼 점이다|합주 대신 토론 장면으로 가득한 음악다큐
MM1000339941,영화로운 나날,,Film Adventure,"보통의 ‘영화’가 특별한 ‘아현’을 떠난 날, 우연하고 기묘하게 누군가와 만나고 헤어지며 펼쳐지는 어쩐지 마법 같은 어드벤처 로맨스 FILM",김소미|박평식|이용철,"대책없는 낭만이 가끔은 유효하기도|엉성한데도 자꾸 눈길이|이상덕의 허허실실 연기 오디세이, 적응되니 훈훈하다"
